timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788192597.553108,mouse_click,up,*2569,*1510,Button.left
1788192597.7256227,mouse_move,,*2567,*1509,
1788192597.7296498,mouse_move,,*2565,*1510,
1788192597.7347178,mouse_move,,*2563,*1514,
1788192597.7408378,mouse_move,,*2563,*1517,
1788192597.7510166,mouse_move,,*2563,*1520,
1788192597.7595179,mouse_move,,*2566,*1523,
1788192597.7719543,mouse_move,,*2568,*1527,
1788192597.7798388,mouse_move,,*2570,*1531,
1788192597.7834246,mouse_move,,*2573,*1534,
1788192597.7900865,mouse_move,,*2577,*1536,
1788192597.7992191,mouse_move,,*2581,*1537,
1788192597.8067534,mouse_move,,*2584,*1539,
1788192597.8122838,mouse_move,,*2586,*1541,
1788192597.8206348,mouse_move,,*2588,*1543,
1788192597.8285968,mouse_move,,*2590,*1547,
1788192597.832237,mouse_move,,*2591,*1551,
1788192597.8389597,mouse_move,,*2591,*1554,
1788192597.8446062,mouse_move,,*2591,*1559,
1788192597.8505836,mouse_move,,*2590,*1564,
1788192597.8595767,mouse_move,,*2589,*1566,
1788192597.8650897,mouse_move,,*2587,*1570,
1788192597.874357,mouse_move,,*2585,*1573,
1788192597.8846383,mouse_move,,*2583,*1576,
1788192597.8929138,mouse_move,,*2581,*1578,
1788192597.898387,mouse_move,,*2577,*1580,
1788192597.9036589,mouse_move,,*2574,*1581,
1788192597.9138172,mouse_move,,*2571,*1582,
1788192597.9191794,mouse_move,,*2567,*1585,
1788192597.9288874,mouse_move,,*2565,*1586,
1788192597.9350951,mouse_move,,*2563,*1589,
1788192597.9448349,mouse_move,,*2557,*1591,
1788192597.9531581,mouse_move,,*2554,*1593,
1788192598.1742375,mouse_move,,*2551,*1596,
1788192598.1780894,mouse_move,,*2546,*1598,
1788192598.1868629,mouse_move,,*2542,*1600,
1788192598.1962252,mouse_move,,*2536,*1601,
1788192599.0850787,mouse_move,,*2532,*1603,
1788192599.0957689,mouse_move,,*2525,*1604,
1788192599.1039279,mouse_move,,*2520,*1607,
1788192599.1113784,mouse_move,,*2515,*1609,
1788192599.4623973,mouse_move,,*2509,*1610,
1788192599.8963478,mouse_move,,*2502,*1612,
1788192599.9018936,mouse_move,,*2498,*1612,
1788192599.9073083,mouse_move,,*2493,*1612,
1788192599.9171953,mouse_move,,*2488,*1613,
1788192599.924633,mouse_move,,*2482,*1613,
1788192599.9308131,mouse_move,,*2474,*1615,
1788192599.9397039,mouse_move,,*2469,*1616,
1788192599.9452324,mouse_move,,*2462,*1616,
1788192599.9523244,mouse_move,,*2456,*1618,
1788192599.9570653,mouse_move,,*2447,*1620,
1788192599.9611688,mouse_move,,*2439,*1621,
1788192599.9665446,mouse_move,,*2430,*1621,
1788192599.9727716,mouse_move,,*2421,*1623,
1788192599.9783337,mouse_move,,*2413,*1625,
1788192599.9900303,mouse_move,,*2406,*1626,
1788192599.9961753,mouse_move,,*2398,*1626,
1788192600.0068483,mouse_move,,*2391,*1627,
1788192600.0175319,mouse_move,,*2383,*1628,
1788192600.0239973,mouse_move,,*2376,*1631,
1788192600.0284297,mouse_move,,*2370,*1632,
1788192600.0386076,mouse_move,,*2364,*1632,
1788192600.0485144,mouse_move,,*2357,*1634,
1788192600.0543025,mouse_move,,*2350,*1634,
1788192600.0592909,mouse_move,,*2342,*1635,
1788192600.0660529,mouse_move,,*2335,*1636,
1788192600.0718343,mouse_move,,*2330,*1642,
1788192600.0827556,mouse_move,,*2328,*1649,
1788192600.0882618,mouse_move,,*2329,*1655,
1788192600.0956461,mouse_move,,*2333,*1661,
1788192600.1034625,mouse_move,,*2339,*1664,
1788192600.1165736,mouse_move,,*2345,*1667,
1788192600.1238241,mouse_move,,*2351,*1667,
1788192600.1328342,mouse_move,,*2356,*1665,
1788192600.1402636,mouse_move,,*2362,*1661,
1788192600.1464751,mouse_move,,*2365,*1656,
1788192600.1557758,mouse_move,,*2368,*1651,
1788192600.1594532,mouse_move,,*2371,*1644,
1788192600.1642203,mouse_move,,*2372,*1638,
1788192600.169414,mouse_move,,*2373,*1632,
1788192600.1762979,mouse_move,,*2373,*1626,
1788192600.1825557,mouse_move,,*2371,*1619,
1788192600.1929743,mouse_move,,*2368,*1613,
1788192600.2007594,mouse_move,,*2365,*1606,
1788192600.2086158,mouse_move,,*2362,*1602,
1788192600.2173944,mouse_move,,*2359,*1595,
1788192600.2233162,mouse_move,,*2355,*1590,
1788192600.2310574,mouse_move,,*2352,*1587,
1788192600.237185,mouse_move,,*2347,*1582,
1788192600.2442577,mouse_move,,*2343,*1578,
1788192600.249337,mouse_move,,*2336,*1575,
1788192600.2570045,mouse_move,,*2330,*1571,
1788192600.2642562,mouse_move,,*2324,*1568,
1788192600.2721593,mouse_move,,*2318,*1565,
1788192600.278352,mouse_move,,*2312,*1563,
1788192600.2866728,mouse_move,,*2306,*1562,
1788192600.2949288,mouse_move,,*2301,*1558,
1788192600.3018513,mouse_move,,*2295,*1557,
1788192600.3102257,mouse_move,,*2288,*1555,
1788192600.3179595,mouse_move,,*2284,*1554,
1788192600.3862319,mouse_move,,*2278,*1554,
1788192600.3943045,mouse_move,,*2271,*1551,
1788192600.4021447,mouse_move,,*2266,*1549,
1788192600.408715,mouse_move,,*2260,*1546,
1788192600.4179742,mouse_move,,*2254,*1543,
1788192600.4273982,mouse_move,,*2249,*1541,
1788192600.437067,mouse_move,,*2243,*1540,
1788192600.4489894,mouse_move,,*2237,*1538,
1788192600.4569497,mouse_move,,*2229,*1536,
1788192600.4644027,mouse_move,,*2224,*1535,
1788192600.4713411,mouse_move,,*2220,*1532,
1788192600.4818747,mouse_move,,*2212,*1530,
1788192600.4905934,mouse_move,,*2207,*1528,
1788192600.4987864,mouse_move,,*2203,*1524,
1788192600.5419266,mouse_click,down,*2203,*1524,Button.left
1788192601.1293223,mouse_click,up,*2203,*1524,Button.left
1788192601.1358199,mouse_move,,*2197,*1523,
1788192601.144542,mouse_move,,*2193,*1519,
1788192601.1513369,mouse_move,,*2187,*1517,
1788192601.1644182,mouse_move,,*2181,*1514,
1788192601.1710615,mouse_move,,*2177,*1512,
1788192601.1821508,mouse_move,,*2171,*1510,
1788192601.1913736,mouse_move,,*2167,*1508,
1788192601.1989813,mouse_move,,*2162,*1506,
1788192601.2045732,mouse_move,,*2156,*1504,
1788192601.211082,mouse_move,,*2152,*1501,
1788192601.2190709,mouse_move,,*2147,*1498,
1788192601.2268674,mouse_move,,*2143,*1496,
1788192601.2331605,mouse_move,,*2138,*1496,
1788192601.2403362,mouse_move,,*2134,*1494,
1788192601.2448914,mouse_move,,*2130,*1494,
1788192601.252377,mouse_move,,*2126,*1493,
1788192601.2582133,mouse_move,,*2121,*1494,
1788192601.2657552,mouse_move,,*2116,*1495,
1788192601.272409,mouse_move,,*2112,*1495,
1788192601.471658,mouse_move,,*2106,*1494,
1788192601.4777274,mouse_move,,*2101,*1493,
1788192601.6557019,mouse_move,,*2096,*1491,
1788192601.6624131,mouse_move,,*2091,*1489,
1788192601.6719873,mouse_move,,*2088,*1487,
1788192601.6790636,mouse_move,,*2085,*1485,
1788192601.6891069,mouse_move,,*2081,*1482,
1788192601.7020168,mouse_move,,*2079,*1479,
1788192601.7073693,mouse_move,,*2077,*1475,
1788192601.7160974,mouse_move,,*2075,*1472,
1788192601.7235422,mouse_move,,*2073,*1468,
1788192601.7297361,mouse_move,,*2071,*1467,
1788192601.7359278,mouse_move,,*2068,*1463,
