timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788191374.620679,mouse_click,up,*2951,*1478,Button.left
1788191374.495231,mouse_move,,*2951,*1473,
1788191374.5142972,mouse_move,,*2950,*1466,
1788191374.5222547,mouse_move,,*2949,*1460,
1788191374.5375266,mouse_move,,*2944,*1458,
1788191374.5513437,mouse_move,,*2938,*1458,
1788191374.5622847,mouse_move,,*2934,*1462,
1788191374.5733714,mouse_move,,*2931,*1468,
1788191374.5846312,mouse_move,,*2930,*1474,
1788191374.5973482,mouse_move,,*2931,*1478,
1788191374.6115663,mouse_move,,*2936,*1482,
1788191374.6235776,mouse_move,,*2942,*1485,
1788191374.6372151,mouse_move,,*2949,*1486,
1788191374.6456153,mouse_move,,*2956,*1485,
1788191374.6554348,mouse_move,,*2962,*1483,
1788191374.6704998,mouse_move,,*2965,*1480,
1788191374.6778092,mouse_move,,*2959,*1481,
1788191374.687525,mouse_move,,*2955,*1485,
1788191374.706547,mouse_move,,*2952,*1490,
1788191374.7197664,mouse_move,,*2952,*1496,
1788191374.7342355,mouse_move,,*2954,*1503,
1788191374.7403357,mouse_move,,*2959,*1510,
1788191374.7568536,mouse_move,,*2965,*1516,
1788191374.766323,mouse_move,,*2965,*1519,
1788191374.7828743,mouse_move,,*2960,*1525,
1788191374.7927852,mouse_move,,*2959,*1533,
1788191374.800785,mouse_move,,*2963,*1540,
1788191374.8166904,mouse_move,,*2965,*1547,
1788191374.8294137,mouse_move,,*2962,*1555,
1788191374.8449183,mouse_move,,*2965,*1564,
1788191374.860394,mouse_move,,*2965,*1574,
1788191374.8697977,mouse_move,,*2965,*1583,
1788191374.8793917,mouse_move,,*2964,*1594,
1788191374.887365,mouse_move,,*2965,*1605,
1788191374.900442,mouse_move,,*2965,*1616,
1788191374.910934,mouse_move,,*2965,*1625,
1788191374.92043,mouse_move,,*2965,*1635,
1788191374.935093,mouse_move,,*2965,*1646,
1788191374.9611254,mouse_move,,*2965,*1656,
1788191374.9739656,mouse_move,,*2965,*1667,
1788191374.988166,mouse_move,,*2965,*1676,
1788191375.0009913,mouse_move,,*2965,*1686,
1788191375.2408419,mouse_move,,*2965,*1694,
1788191375.2553008,mouse_move,,*2965,*1701,
1788191375.2698016,mouse_move,,*2965,*1708,
1788191375.276455,mouse_move,,*2965,*1715,
1788191375.2891622,mouse_move,,*2965,*1722,
1788191375.3021812,mouse_move,,*2965,*1728,
1788191375.3133879,mouse_move,,*2965,*1734,
1788191375.326843,mouse_move,,*2965,*1740,
1788191375.3390799,mouse_move,,*2964,*1747,
1788191375.3538387,mouse_move,,*2965,*1751,
1788191375.3640068,mouse_move,,*2965,*1758,
1788191375.3691106,mouse_move,,*2965,*1762,
1788191375.3910403,mouse_move,,*2965,*1768,
1788191375.40005,mouse_move,,*2965,*1772,
1788191375.409933,mouse_move,,*2965,*1777,
1788191375.4179504,mouse_move,,*2965,*1783,
1788191375.4302108,mouse_move,,*2965,*1789,
1788191375.4404383,mouse_move,,*2965,*1794,
1788191376.0867636,mouse_move,,*2965,*1798,
1788191376.0962045,mouse_move,,*2965,*1803,
1788191376.1060967,mouse_move,,*2965,*1807,
1788191376.1166704,mouse_move,,*2965,*1809,
1788191376.13316,mouse_move,,*2963,*1812,
1788191376.534536,mouse_move,,*2965,*1816,
1788191376.5411842,mouse_move,,*2965,*1820,
1788191376.55037,mouse_move,,*2965,*1824,
1788191376.5692828,mouse_move,,*2965,*1830,
1788191376.578724,mouse_move,,*2965,*1834,
1788191376.5920653,mouse_move,,*2965,*1839,
1788191376.6037822,mouse_move,,*2965,*1842,
1788191376.6125824,mouse_move,,*2965,*1845,
1788191376.6204784,mouse_move,,*2965,*1848,
1788191376.629455,mouse_move,,*2965,*1853,
1788191376.6383746,mouse_move,,*2965,*1854,
1788191376.652483,mouse_move,,*2965,*1859,
1788191376.6657388,mouse_move,,*2965,*1861,
1788191376.677756,mouse_move,,*2963,*1858,
1788191376.693672,mouse_move,,*2962,*1856,
1788191376.7031653,mouse_move,,*2959,*1852,
1788191376.7209134,mouse_move,,*2957,*1848,
1788191376.7358694,mouse_move,,*2954,*1845,
1788191376.7470565,mouse_move,,*2951,*1843,
1788191376.758421,mouse_move,,*2949,*1840,
1788191376.7762973,mouse_move,,*2946,*1837,
1788191376.7850997,mouse_move,,*2942,*1835,
1788191376.7924073,mouse_move,,*2940,*1832,
1788191377.145918,mouse_move,,*2938,*1830,
1788191377.1569583,mouse_move,,*2936,*1825,
1788191377.174695,mouse_move,,*2932,*1822,
1788191377.184859,mouse_move,,*2929,*1820,
1788191377.197833,mouse_move,,*2925,*1817,
1788191377.2048573,mouse_move,,*2922,*1814,
1788191377.22311,mouse_move,,*2916,*1811,
1788191377.240423,mouse_move,,*2912,*1810,
1788191377.251595,mouse_move,,*2906,*1807,
1788191377.2636807,mouse_move,,*2901,*1805,
1788191377.273259,mouse_move,,*2895,*1802,
1788191377.2852051,mouse_move,,*2891,*1800,
1788191377.2994835,mouse_move,,*2885,*1798,
1788191377.3147342,mouse_move,,*2880,*1797,
1788191377.3255227,mouse_move,,*2876,*1795,
1788191377.3321693,mouse_move,,*2870,*1793,
1788191377.344566,mouse_move,,*2865,*1789,
1788191377.3602228,mouse_move,,*2859,*1786,
1788191377.3706958,mouse_move,,*2853,*1783,
1788191377.3787177,mouse_move,,*2848,*1780,
1788191377.3894308,mouse_move,,*2844,*1778,
1788191377.4039536,mouse_move,,*2839,*1775,
1788191377.4205427,mouse_move,,*2836,*1772,
1788191377.4330513,mouse_move,,*2831,*1769,
1788191377.4443471,mouse_move,,*2826,*1767,
