timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788191374.0100436,mouse_click,up,*2773,*1663,Button.left
1788191376.108271,mouse_move,,*2775,*1663,
1788191376.129858,mouse_move,,*2776,*1663,
1788191376.1477644,mouse_move,,*2777,*1662,
1788191376.165132,mouse_move,,*2779,*1661,
1788191376.1788604,mouse_move,,*2780,*1661,
1788191376.1962721,mouse_move,,*2780,*1660,
1788191376.225845,mouse_move,,*2780,*1658,
1788191376.2466433,mouse_move,,*2781,*1657,
1788191376.2576616,mouse_move,,*2782,*1657,
1788191376.2772222,mouse_move,,*2784,*1657,
1788191376.2956553,mouse_move,,*2785,*1657,
1788191376.3177934,mouse_move,,*2786,*1659,
1788191376.3335116,mouse_move,,*2787,*1660,
1788191376.3519628,mouse_move,,*2789,*1661,
1788191376.3718152,mouse_move,,*2789,*1662,
1788191376.3928387,mouse_move,,*2790,*1663,
1788191376.4074495,mouse_move,,*2790,*1665,
1788191376.4216962,mouse_move,,*2790,*1666,
1788191376.4379966,mouse_move,,*2790,*1668,
1788191376.457656,mouse_move,,*2790,*1670,
1788191376.4720025,mouse_move,,*2788,*1672,
1788191376.4937673,mouse_move,,*2788,*1672,
1788191376.5190606,mouse_move,,*2787,*1673,
1788191376.541592,mouse_move,,*2786,*1674,
1788191376.5574825,mouse_move,,*2785,*1675,
1788191376.5895877,mouse_move,,*2785,*1676,
1788191376.6050873,mouse_move,,*2786,*1677,
1788191376.6196856,mouse_move,,*2788,*1678,
1788191376.6368353,mouse_move,,*2790,*1679,
1788191376.6536746,mouse_move,,*2791,*1679,
1788191376.669824,mouse_move,,*2792,*1679,
1788191376.8457644,mouse_move,,*2794,*1678,
1788191376.868967,mouse_move,,*2794,*1678,
1788191376.8844683,mouse_move,,*2795,*1677,
1788191376.8977463,mouse_move,,*2795,*1675,
1788191376.9271705,mouse_move,,*2796,*1674,
1788191376.9483695,mouse_move,,*2796,*1673,
1788191376.970799,mouse_move,,*2795,*1672,
1788191376.9915264,mouse_move,,*2795,*1671,
1788191377.015323,mouse_move,,*2794,*1670,
1788191377.0365086,mouse_move,,*2794,*1668,
1788191377.0544264,mouse_move,,*2793,*1668,
1788191377.0739574,mouse_move,,*2792,*1666,
1788191377.0940847,mouse_move,,*2792,*1665,
1788191377.1080258,mouse_move,,*2791,*1665,
1788191377.1290019,mouse_move,,*2791,*1664,
1788191377.1479564,mouse_move,,*2789,*1663,
1788191377.172051,mouse_move,,*2788,*1662,
1788191377.1976004,mouse_move,,*2787,*1662,
1788191377.2156353,mouse_move,,*2786,*1661,
1788191377.232747,mouse_move,,*2785,*1660,
1788191377.253472,mouse_move,,*2784,*1659,
1788191377.2716007,mouse_move,,*2784,*1658,
1788191377.2972646,mouse_move,,*2785,*1657,
1788191377.31852,mouse_move,,*2786,*1656,
1788191377.338043,mouse_move,,*2787,*1656,
1788191377.350512,mouse_move,,*2788,*1657,
1788191377.366283,mouse_move,,*2790,*1657,
1788191377.3802576,mouse_move,,*2791,*1658,
1788191377.405307,mouse_move,,*2791,*1659,
1788191377.4279127,mouse_move,,*2792,*1660,
1788191377.4375176,mouse_move,,*2792,*1660,
1788191377.4519353,mouse_move,,*2793,*1660,
1788191377.4721448,mouse_move,,*2794,*1659,
1788191377.4896643,mouse_move,,*2795,*1658,
1788191377.5103106,mouse_move,,*2796,*1658,
1788191377.5321534,mouse_move,,*2796,*1658,
1788191377.5619328,mouse_move,,*2797,*1658,
1788191377.5785816,mouse_move,,*2796,*1657,
1788191377.5944045,mouse_move,,*2796,*1656,
1788191377.6154897,mouse_move,,*2797,*1655,
1788191377.6320367,mouse_move,,*2797,*1654,
1788191377.6487617,mouse_move,,*2797,*1654,
1788191377.6628716,mouse_move,,*2797,*1652,
1788191377.676038,mouse_move,,*2797,*1651,
1788191377.6967206,mouse_move,,*2796,*1651,
1788191377.7164629,mouse_move,,*2796,*1650,
1788191377.7302234,mouse_move,,*2795,*1648,
1788191377.744137,mouse_move,,*2794,*1647,
1788191377.7624638,mouse_move,,*2793,*1646,
1788191377.786715,mouse_move,,*2792,*1645,
1788191377.8031986,mouse_move,,*2791,*1644,
1788191377.8239326,mouse_move,,*2790,*1643,
1788191377.840034,mouse_move,,*2789,*1642,
1788191377.8559828,mouse_move,,*2789,*1641,
