timestamp,event_type,key_state,mouse_x,mouse_y,mouse_button
1788199825.273372,mouse_move,,2630,-1,
1788199825.2805321,mouse_move,,2626,-1,
1788199825.2885823,mouse_move,,2622,0,
1788199825.2965145,mouse_move,,2619,0,
1788199825.304497,mouse_move,,2613,0,
1788199825.3125103,mouse_move,,2612,0,
1788199825.320604,mouse_move,,2608,0,
1788199825.3285086,mouse_move,,2606,0,
1788199825.3365169,mouse_move,,2605,0,
1788199825.3445911,mouse_move,,2601,0,
1788199825.3525243,mouse_move,,2598,0,
1788199825.3605278,mouse_move,,2594,0,
1788199825.3685248,mouse_move,,2591,0,
1788199825.3770723,mouse_move,,2587,0,
1788199825.3844924,mouse_move,,2586,0,
1788199825.3924994,mouse_move,,2585,0,
1788199825.400493,mouse_move,,2582,0,
1788199825.5205493,mouse_move,,2586,0,
1788199825.5285244,mouse_move,,2590,0,
1788199825.5365043,mouse_move,,2596,0,
1788199825.5444589,mouse_move,,2602,0,
1788199825.552474,mouse_move,,2608,0,
1788199825.5604992,mouse_move,,2610,0,
1788199825.568547,mouse_move,,2616,0,
1788199825.576542,mouse_move,,2619,0,
1788199825.584517,mouse_move,,2622,0,
1788199825.5925026,mouse_move,,2623,0,
1788199825.6005118,mouse_move,,2624,0,
1788199825.6327171,mouse_move,,2625,0,
1788199825.6484966,mouse_move,,2627,0,
1788199825.6647267,mouse_move,,2632,0,
1788199825.6726081,mouse_move,,2634,0,
1788199825.6805062,mouse_move,,2637,0,
1788199825.6884124,mouse_move,,2638,0,
1788199825.6964607,mouse_move,,2642,0,
1788199825.7044957,mouse_move,,2643,-1,
1788199825.7445998,mouse_move,,2644,0,
1788199825.8805673,mouse_move,,2645,-2,
1788199826.8089328,mouse_click,down,2645,0,Button.left
1788199826.913351,mouse_click,up,2645,0,Button.left
1788199826.992638,mouse_move,,2645,-1,
1788199827.0405064,mouse_move,,2645,-1,
1788199827.0567157,mouse_move,,2645,-1,
1788199827.0644274,mouse_move,,2644,0,
1788199827.0724282,mouse_move,,2643,-1,
1788199827.0804327,mouse_move,,2642,0,
1788199827.0885098,mouse_move,,2641,0,
