timestamp,event_type,key_state,mouse_x,mouse_y,mouse_button
1788199714.4411821,mouse_move,,1463,1392,
1788199714.4486048,mouse_move,,1464,1392,
1788199714.4565573,mouse_move,,1465,1392,
1788199714.4725828,mouse_move,,1467,1392,
1788199714.48869,mouse_move,,1469,1392,
1788199714.5846775,mouse_move,,1472,1389,
1788199714.6007144,mouse_move,,1472,1388,
1788199714.6086476,mouse_move,,1472,1384,
1788199714.6166155,mouse_move,,1475,1379,
1788199714.632924,mouse_move,,1475,1377,
1788199715.577069,mouse_move,,1476,1378,
1788199715.584618,mouse_move,,1477,1381,
1788199715.5925968,mouse_move,,1477,1384,
1788199715.6005313,mouse_move,,1477,1388,
1788199715.608609,mouse_move,,1477,1394,
1788199715.6165988,mouse_move,,1477,1398,
1788199715.6245055,mouse_move,,1477,1403,
1788199715.632515,mouse_move,,1477,1409,
1788199715.6406288,mouse_move,,1476,1410,
1788199715.648549,mouse_move,,1475,1412,
1788199715.656527,mouse_move,,1473,1418,
1788199715.6646254,mouse_move,,1470,1421,
1788199715.7046275,mouse_move,,1469,1422,
1788199715.8411734,mouse_move,,1471,1424,
1788199715.856801,mouse_move,,1473,1424,
1788199715.8646848,mouse_move,,1476,1424,
1788199715.8726413,mouse_move,,1477,1424,
1788199715.880598,mouse_move,,1479,1422,
1788199715.888503,mouse_move,,1482,1421,
1788199715.8965318,mouse_move,,1487,1416,
1788199715.904564,mouse_move,,1488,1415,
1788199715.9125023,mouse_move,,1492,1413,
1788199715.920524,mouse_move,,1495,1410,
1788199715.9286013,mouse_move,,1497,1408,
1788199715.9365077,mouse_move,,1498,1408,
1788199715.9446015,mouse_move,,1500,1407,
1788199715.9525325,mouse_move,,1502,1407,
1788199715.9605525,mouse_move,,1507,1404,
1788199715.976796,mouse_move,,1509,1404,
1788199715.9845889,mouse_move,,1510,1404,
1788199715.992555,mouse_move,,1511,1404,
1788199716.0651376,mouse_move,,1512,1404,
1788199716.0730221,mouse_move,,1512,1408,
1788199716.0805266,mouse_move,,1509,1413,
1788199716.0886936,mouse_move,,1508,1414,
1788199716.096594,mouse_move,,1500,1418,
1788199716.1045427,mouse_move,,1497,1420,
1788199716.1125212,mouse_move,,1495,1420,
1788199716.1205773,mouse_move,,1491,1421,
1788199716.1286051,mouse_move,,1488,1421,
1788199716.1364987,mouse_move,,1485,1423,
1788199716.2006943,mouse_move,,1485,1423,
1788199716.2090242,mouse_move,,1485,1420,
1788199716.2166212,mouse_move,,1485,1419,
1788199716.2245374,mouse_move,,1485,1418,
1788199716.2406569,mouse_move,,1485,1417,
1788199716.2485602,mouse_move,,1485,1414,
1788199716.2565432,mouse_move,,1490,1410,
