timestamp,event_type,key_state,mouse_x,mouse_y,mouse_button
1788191374.3544965,mouse_click,up,2845,1535,Button.left
1788191374.5455744,mouse_move,,2842,1535,
1788191374.5534801,mouse_move,,2839,1533,
1788191374.5614793,mouse_move,,2838,1533,
1788191374.5695646,mouse_move,,2836,1531,
1788191374.5775244,mouse_move,,2835,1531,
1788191374.5854688,mouse_move,,2831,1531,
1788191374.5936375,mouse_move,,2830,1530,
1788191374.6016462,mouse_move,,2826,1530,
1788191374.6097517,mouse_move,,2823,1529,
1788191374.617661,mouse_move,,2817,1529,
1788191374.6255605,mouse_move,,2810,1524,
1788191374.6335576,mouse_move,,2797,1522,
1788191374.6415205,mouse_move,,2785,1514,
1788191374.6495073,mouse_move,,2763,1505,
1788191374.6576521,mouse_move,,2743,1499,
1788191374.665483,mouse_move,,2719,1487,
1788191374.6735573,mouse_move,,2692,1481,
1788191374.68148,mouse_move,,2664,1471,
1788191374.689815,mouse_move,,2616,1463,
1788191374.6982749,mouse_move,,2563,1450,
1788191374.705527,mouse_move,,2505,1440,
1788191374.713468,mouse_move,,2437,1430,
1788191374.7214968,mouse_move,,2379,1420,
1788191374.729527,mouse_move,,2328,1414,
1788191374.7375104,mouse_move,,2265,1404,
1788191374.7454226,mouse_move,,2198,1398,
1788191374.7536197,mouse_move,,2135,1388,
1788191374.7614586,mouse_move,,2080,1388,
1788191374.7696042,mouse_move,,2015,1388,
1788191374.7774243,mouse_move,,1955,1388,
1788191374.785626,mouse_move,,1917,1388,
1788191374.7934663,mouse_move,,1862,1388,
1788191374.8016171,mouse_move,,1813,1388,
1788191374.8094602,mouse_move,,1784,1388,
1788191374.8176994,mouse_move,,1755,1388,
1788191374.8258362,mouse_move,,1734,1388,
1788191374.8336713,mouse_move,,1718,1388,
1788191374.8415682,mouse_move,,1707,1388,
1788191374.8494706,mouse_move,,1701,1388,
1788191374.8577948,mouse_move,,1698,1388,
1788191374.8656719,mouse_move,,1696,1388,
1788191375.1946864,mouse_move,,1694,1388,
1788191375.2017925,mouse_move,,1694,1389,
